articleNo,articleName,tradeTypeName,floorInfo,rentPrc,dealOrWarrantPrc,area1,area2,realtorName,search_day,articleDetail.verificationTypeName,articleDetail.mapLocationIndicationYn,articleDetail.etcAddress,articleDetail.articleFeatureDescription,articleDetail.detailDescription,articleBuildingRegister.platPlc,address,building_name
2202153039,지식산업센터,월세,01월 15일,120,"1,200",169,86,모아부동산컨설팅공인,20220207,,N,102호,제이타워3차1층공장  분양51ㅍ 전용26ㅍ ,"지하층 없는 1층
층고6m
동력25kw
",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2202152855,공장,월세,9/-,90,"1,000",15788,170,모아부동산컨설팅공인,20220207,,N,9층 946호,9층 공장  분양52ㅍ 전용26ㅍ 베란다2.5ㅍ,"공장앞 주차가능, 상하차 가능",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201462331,공장,매매,15/-,,"3억 2,500",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,745,7층 환한 대로변쪽 전용26ㅍ 발코니2.5ㅍ,,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201463642,공장,매매,15/-,,"3억 7,000",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,102,1층 전용26ㅍ 발코니별도2.5ㅍ 6.5m높이의 소형신축공장,,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201462907,지식산업센터,월세,11월 15일,70,"1,000",97,49,부평제이타워공인중개사사무소,20220207,,Y,1141,경량제조 또는 사무실용도 전용15ㅍ 베란다1.5ㅍ,"옆호실까지 임대가능
",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201463153,지식산업센터,매매,12월 15일,,"1억 8,500",100,50,부평제이타워공인중개사사무소,20220207,,Y,1256,대로변쪽 전용15.37ㅍ 발코니1.5ㅍ,,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201462612,공장,월세,15/-,110,"1,100",15788,114100,부평제이타워공인중개사사무소,20220207,,Y,314,귀한저층 부평ic 바로 앞 갈산역 도보가능 전용26ㅍ발코니2.5ㅍ,,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201410942,지식산업센터,단기임대,13/15,60,80,33,18,라일2차부동산공인중개사사무소,20220207,,Y,제이타워3차 지식산업센터 14-084호,"부평IC 바로옆 신축급 복층원룸, 기숙사사용가능","○ 저희  라일2차 부동산은 고객감동, 
  믿음과 신뢰를 바탕으로 성실히 중개할 것을 약속 드리며, 
  전화주시면 성심껏 답변해 드릴 것 을 약속 드립니다.○

 
★★★ 매물 정보 및 설명 ★★★

* 위치 : 부평구 청천동

* 구조 : 1룸 (방1/욕실1) 

* E/V : 있음

* 풀옵션, 공실 바로입주가능 

* 주차 :  가능

* 부평 IC 나오자마자 위치. 작전역, 갈산역 사이 위치.

* 작전홈플러스 인근

* 신축급 정말깨끗한 원룸, 넓은복층입니다

* 주변 일하시는 분들 기숙사로 사용 최고, 서울 출퇴근하시는분들 최고!! 

* 짧은 단기 문의 주세요 

* 전화, 문자, 카톡 24시간 문의 상담 가능 합니다

★  광고에 올리지못한 인천 전지역 매물 보유. 
    이사날짜, 가격, 위치, 원하시는 조건 상담후 매물 소개 가능합니다.

   매물은 많습니다. 전문적인 상담을 통해 원하시는 매물 찾을수있게 도와드립니다.",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201364227,공장,월세,15/B1,90,"1,000",15788,114100,공단타워공인중개사사사무소,20220207,,Y,842호,"전용26,신축아파트형공장 공장드라이브인가능","◎전용26P 층고6미터 서비스면적있음
◎옆호실 까지 추가 임대가능 
◎공실 즉시입주가능 
◎부평ic 바로앞 갈산역 등 주변입지조건 좋음 



이 외 공장 지식산업센터 상가 평수 층수 다양하게
매물을 보유하고 있습니다. 원하시는 조건을 맞춰드리겠습니다. 
전화 주시면 성실하고 친절하게 상담 드리겠습니다.",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201330905,지식산업센터,월세,02월 11일,150,"2,000",123,62,명공인중개사사무소,20220207,,Y,2-08,현공실 즉시입주가,"1)2층 지원시설 제2종근린생활시설-일반음식점가능
2)드라이브인 시스템, 호실 앞 주차 가능
3)전용18p 층고 높음
4)대지 16만평 대규모 서운산업단지
5)2022.1 기준 100여개 사업장 입주완료 
6)계양, 부천 3기 신도시와 연계성 우수
7)경인고속도로 서운IC, 서울외각 순환도로 계양IC접근성우수",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201230381,지식산업센터,월세,09월 15일,100,"1,000",98,86,모아부동산컨설팅공인,20220207,,Y,931호,9층공장   전용26ㅍ 베란다2.5ㅍ," * 부평IC인접  갈산지하철역인접
층고5m
 ",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2200932564,지식산업센터,월세,04월 04일,120,"1,200",115,58,제이타워공단부동산공인중개사사무소,20220207,,Y,4-01,전용18 근생 지산상가,"▣ 지식산업센터 지원시설
▣ 전용 약 18평",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201352705,지식산업센터,월세,04월 15일,110,"1,200",98,86,모아부동산컨설팅공인,20220207,,N,430,제이타워3차 4층공장  전용26ㅍ 베란다2.5ㅍ,"4층 전망 좋아요
공장앞 상하차 가능
층고5.5m
동력25kw",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201297851,공장,월세,12/-,50,500,15788,29,모아부동산컨설팅공인,20220207,,N,1214호,공장등록 가능한 사무실 전용9ㅍ,"동력10kw
화물승강기,인승기
",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201091166,공장,월세,9/B15,100,"1,000",15788,86,모아부동산컨설팅공인,20220207,,N,912호,,"층고5.0m,
동력50kw (삼상380) 증설도 가능
공장내 차량진입 및 상하차 가능",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2201091045,지식산업센터,월세,03월 15일,110,"1,100",169,86,모아부동산컨설팅공인,20220207,,N,328호,공장내 차량진입 및 상하차가능  전용26ㅍ 베란다2.5ㅍ,"층고5.5m
동력 산업용25kw",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2200913424,지식산업센터,월세,07월 15일,100,"1,000",169,86,모아부동산컨설팅공인,20220207,,N,733호,공장내 차량진입 및 상하차가능 분양51ㅍ 전용26ㅍ,제이타워3차 7층 공장 ,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2200913536,지식산업센터,월세,09월 15일,100,"1,000",169,86,모아부동산컨설팅공인,20220207,,N,904호,공장내 차량진입 및 상하차가능 분양51 전용26,"9층 공장  층고5m
동력25kw(삼상380)  증설도 가능
",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2200913483,지식산업센터,월세,03월 15일,110,"1,200",169,86,모아부동산컨설팅공인,20220207,,N,330호,,"3층 동향 공장
층고5.5m
동력25kw(삼상380) ,증설가능",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2202730621,지식산업센터,매매,03월 15일,,20억,742,376,구월공인중개사사무소,20220207,,N,,인천지하철 갈산역 도보7분,"
<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :28200-2019-08315
입주가능일 :20220204
방향기준 :주출입구
건축물용도 :의료시설
사용승인일 :20201110",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203841197,공장,월세,15/B1,100,"1,000",15788,170,모아부동산컨설팅공인,20220209,현장,Y,1031,제이타워 10층 공장 임대  전용26,"층고5m
동력25kw(삼상380) 증설도가능
공장내 차량진입 및 상하차 가능
",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203841301,중소형사무실,월세,12월 15일,70,"1,000",100,50,모아부동산컨설팅공인,20220209,현장,Y,1253호,공장형 사무실   전용15.37ㅍ 베란다1.5ㅍ,"공장등록 가능한 12층 사무실
대형 화물승강기 2기, 인승기 3기
동력 산업용15kw(삼상380)
부평IC 인접",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203841382,지식산업센터,월세,02월 15일,110,"1,200",98,86,모아부동산컨설팅공인,20220209,현장,Y,206,,"층고5.5M
동력25kw
2개호실 임대 가능",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203858666,지식산업센터,월세,08월 15일,100,"1,000",86,86,(주)공단부동산공인중개사사무소,20220209,소유자,Y,부평 제이타워3차 지식산업센터 제842호,,"* 서울7호선 부평구청역 환승 1개 정거장~
, 인천지하철 1호선 갈산역 도보5분~ 부평IC초입~
그 외 궁금한 사항이나 산업단지 입주관련 전화문의
주시면 자세한 상담 도와드리겠습니다~

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~
1000p 2000p~ 하시 입주가~

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203860246,지식산업센터,매매,08월 15일,,"2억 9,500",86,86,(주)공단부동산공인중개사사무소,20220209,소유자,Y,부평 제이타워3차 지식산업센터 제842호,지식산업센터 전용26ㅍ 분양52ㅍ 드라이브인시스템 공장앞주차 복층가능 ,"* 프리미엄NO!!! 분양가로 매도, 평당 550만~ 
임차인있음~ 22년12월입주가~ 대형화물엘베~
인천1호선 갈산역 도보5분, 부평IC초입니다~ 
그 외 궁금한 사항이나 산업단지 입주관련 전화문의 
주시면 자세한 상담 도와드리겠습니다~ 

--->이밖에 15p 30p 40p 50p 80p 100p 200p 300p 400p 500p~ 
1000p 2000p~ 하시 입주가~ 

# 청천동 부평공단내 단독공장 매각중입니다~
(250평-38억, 400평-54억, 500평-43억, 620평-95억
920평-95억, 1400평-190억, 1620평-215억)

# 부평구 지식산업센터 (구)아파트형공장 미계약분 분양중입니다~
(테타, 제타, 엠투, 유원등) 30p형~ 400만원대부터~
90%이상 대출가~ 저렴한이율 1.7%~",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2204039724,지식산업센터,매매,12월 15일,,"4억 3,000",224,113,부평산단공인중개사사무소,20220209,,Y,"12층 1201호, 1202호",12층 코너 양창의 계양산 전망의 사무실,"부평제이타워3차 지식산업센터의 최상의 호실로서
실입주와 투자하기 좋은 사무실입니다.



부평산단공인중개사사무소
032-650-5881",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203985360,공장,월세,15/-,90,"1,000",15788,114100,부평제이타워공인중개사사무소,20220209,,Y,1019,전용26ㅍ 발코니별도2.5ㅍ 소형신축공장,,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203992082,지식산업센터,월세,01월 15일,120,"1,200",169,86,부평제이타워공인중개사사무소,20220209,,Y,119,1층 전용26ㅍ 베란다2.5ㅍ 중량기계가능 6.5m 가능,,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203991775,지식산업센터,매매,05월 15일,,"3억 3,000",164,83,부평제이타워공인중개사사무소,20220209,,Y,525,,건물분 부가세별도,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203984275,공장,월세,15/-,50,500,15788,114100,부평제이타워공인중개사사무소,20220209,,Y,1210,소형사무실 또는 조립 전용9ㅍ 발코니별도,,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203959526,지식산업센터,월세,12월 15일,50,500,57,29,부평제이타워공인중개사사무소,20220209,,Y,1210,소형사무실 전용9ㅍ 발코니 별도,,인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203828269,지식산업센터,매매,13/15,,"1억 3,000",36,18,정연부동산공인중개사사무소,20220209,,Y,13-81호,풀옵션 복층형 월세끼고 매매,"정연부동산입니다.
 실사진 실매물 실가격을 약속드립니다.
허위매물이나 미끼매물 없이 픽업부터 계약체결
 그리고 입주까지 신속하고 정확하게 안전한 중개로
 최선을 다 하겠습니다.
어떠한 상담도 늘 감사한 마음으로 상담해 드리겠습니다.
  실사진과함께 정확한 매물 솔직한 마음으로 좋은 집을 소개해주고
   계약체결까지 마무리 하는 정연부동산

※ 공인중개사법 18조 2,3항에 의거하여
   해당 매물은 최초 게재일 당시
   거래가능한 실매물임을 확인하였으나
   광고 내용을 보는 시점에 거래가 완료되었을 수 있으므로 
   유선상으로 확인하시기 바랍니다.
   감사합니다.
   최선을 다 하겠 습니다.",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
2203903009,공장,매매,15/B1,,"3억 3,000",4810,86,나공단공인중개사사무소,20220209,,Y,745호,신축지식산업센터 7층 전용 26ㅍ,"*갈산역인근 지식산업센터 
*교통편리하여 인력수급용이함
*층고6m 로 내공장 호실앞 주차가능
*내공장,내사무실 가질수있는 기회
",인천광역시 부평구 청천동 426-1번지,인천 부평구 청천동 426-1,부평 제이타워3차 지식산업센터
